temp,mean_energy,energy_std,mean_spin,spin_std
0.56,-3.9955555555555557,0.00628539361054709,0.9988888888888889,0.0015713484026367724
0.58,-3.9955555555555557,0.00628539361054709,0.9988888888888889,0.0015713484026367724
0.6,-3.9955555555555557,0.00628539361054709,0.9988888888888889,0.0015713484026367724
0.62,-3.9955555555555557,0.00628539361054709,0.9988888888888889,0.0015713484026367724
0.63,-3.9955555555555557,0.00628539361054709,0.9988888888888889,0.0015713484026367724
0.64,-3.9955555555555557,0.0048686449556014765,0.9988888888888889,0.0012171612389003691
0.65,-3.9955555555555557,0.005132002392796673,0.9988888888888889,0.0012830005981991682
0.66,-3.9955555555555557,0.005132002392796673,0.9988888888888889,0.0012830005981991682
0.68,-3.9955555555555557,0.005132002392796673,0.9988888888888889,0.0012830005981991682
0.69,-3.9955555555555557,0.00628539361054709,0.9988888888888889,0.0015713484026367724
0.7,-3.9955555555555557,0.0046420708254852755,0.9988888888888889,0.0011605177063713189
0.71,-3.9955555555555557,0.00475131096733199,0.9988888888888889,0.0011878277418329974
0.72,-3.9955555555555557,0.0048686449556014765,0.9988888888888889,0.0012171612389003691
0.73,-3.9955555555555557,0.0048686449556014765,0.9988888888888889,0.0012171612389003691
0.74,-3.9934640522875817,0.006676562273518467,0.9983660130718954,0.0016691405683796168
0.75,-3.9955555555555557,0.004612217970335741,0.9988888888888889,0.0011530544925839352
0.76,-3.9955555555555557,0.004549033917503636,0.9988888888888889,0.001137258479375909
0.77,-3.9955555555555557,0.0046420708254852755,0.9988888888888889,0.0011605177063713189
0.78,-3.995259259259259,0.004590202484393975,0.9988148148148147,0.0011475506210984938
0.79,-3.9955555555555557,0.004549033917503636,0.9988888888888889,0.001137258479375909
0.8,-3.9955555555555557,0.004559903787045128,0.9988888888888889,0.001139975946761282
0.81,-3.994920634920635,0.005091109291758368,0.9987301587301588,0.001272777322939592
0.82,-3.9955555555555557,0.004526000686376139,0.9988888888888889,0.0011315001715940347
0.83,-3.9955555555555557,0.004515560071117884,0.9988888888888889,0.001128890017779471
0.84,-3.9955555555555557,0.004520423357472069,0.9988888888888889,0.0011301058393680173
0.85,-3.9946360153256704,0.005249412566677431,0.9986590038314176,0.0013123531416693577
0.86,-3.9933838383838385,0.005757280398827386,0.9981818181818182,0.0018001609610782626
0.87,-3.9939393939393937,0.005725148580073385,0.9984343434343435,0.001512788900633171
0.88,-3.9945454545454546,0.0052178642399076675,0.9986195286195286,0.001337040516675878
0.89,-3.9909887869520895,0.007369252737306113,0.9976146788990825,0.002021973982374641
0.9,-3.9945605306799337,0.005062772176970594,0.9986069651741294,0.0013308518375916261
0.91,-3.9942798353909463,0.005924050701336612,0.9985185185185185,0.0016360990563847252
0.92,-3.9948538011695907,0.005083150914397504,0.9987134502923977,0.001270787728599376
0.93,-3.993333333333333,0.005698602817715415,0.9982892416225749,0.001491710716673276
0.94,-3.99326164874552,0.00634854025537854,0.9982795698924731,0.0016483780604111165
0.95,-3.9926406926406925,0.007228870100641192,0.9981096681096682,0.0019145375969451526
0.96,-3.994281045751634,0.00540711890278004,0.998562091503268,0.0013666459034109698
0.97,-3.992929292929293,0.006152816273609958,0.9981673881673883,0.0016491819113977654
0.98,-3.9922100122100126,0.006539600409920928,0.997985347985348,0.0017277498011989318
0.99,-3.992777777777778,0.0062606522979452555,0.9981060606060606,0.0017144193203240195
1,-3.9922898550724635,0.006611916466176057,0.9980193236714976,0.001739288645420624
1.01,-3.9926401630988786,0.006294057193989818,0.9980733944954129,0.001714319292728393
1.02,-3.9903627338678884,0.008354630832067072,0.9974799541809851,0.0022442327424770235
1.03,-3.9916973995271867,0.007514387807772408,0.997919621749409,0.0018831685528626638
1.04,-3.9888037166085946,0.009003321686189197,0.9970886566008517,0.002420810723603055
1.05,-3.9898339719029376,0.009070399010198536,0.9973435504469987,0.002446896111906302
1.06,-3.990314465408805,0.0078096408828370505,0.9974912648497554,0.002079967811703225
1.07,-3.98979381443299,0.008110994924668567,0.9973654066437572,0.0021688661296824004
1.08,-3.9896491228070174,0.008474299794415378,0.9973216374269005,0.002288628077816944
1.09,-3.9885054080629305,0.009068486104880926,0.9968829891838742,0.0027778355532977386
1.1,-3.9890976571561123,0.008249162671014392,0.997160751565762,0.0022037141426768533
1.11,-3.989857288481142,0.008159890645865857,0.9973802242609582,0.002162796416442602
1.12,-3.9868549212195625,0.010054791868211515,0.9965868631062001,0.002657373659486526
1.13,-3.9885288640595906,0.008426458669664393,0.997082557417753,0.0021876273624395997
1.14,-3.9870668095748485,0.01003357430070014,0.9966023579849947,0.002735468227408286
1.15,-3.9857894736842105,0.01146365941928073,0.9962719298245615,0.0031151562173959697
1.16,-3.9876596473206645,0.008762134671315685,0.9967916452662215,0.0023427487000513016
1.17,-3.9861556743909685,0.009557084096743152,0.9963101604278074,0.002715878724090206
1.18,-3.9827730980077547,0.011336649071277191,0.9952560502741008,0.003415676326092238
