temp,mean_energy,energy_std,mean_spin,spin_std
0.53,-3.9955555555555557,0.00628539361054709,0.9988888888888889,0.0015713484026367724
0.55,-3.9955555555555557,0.00628539361054709,0.9988888888888889,0.0015713484026367724
0.56,-3.9955555555555557,0.00628539361054709,0.9988888888888889,0.0015713484026367724
0.59,-3.9955555555555557,0.005132002392796673,0.9988888888888889,0.0012830005981991682
0.63,-3.9955555555555557,0.00628539361054709,0.9988888888888889,0.0015713484026367724
0.64,-3.9955555555555557,0.00628539361054709,0.9988888888888889,0.0015713484026367724
0.66,-3.9955555555555557,0.00628539361054709,0.9988888888888889,0.0015713484026367724
0.67,-3.9955555555555557,0.00475131096733199,0.9988888888888889,0.0011878277418329974
0.68,-3.9955555555555557,0.005132002392796673,0.9988888888888889,0.0012830005981991682
0.69,-3.9955555555555557,0.0048686449556014765,0.9988888888888889,0.0012171612389003691
0.7,-3.9955555555555557,0.005132002392796673,0.9988888888888889,0.0012830005981991682
0.71,-3.9955555555555557,0.004684855792842044,0.9988888888888889,0.001171213948210511
0.72,-3.9955555555555557,0.005132002392796673,0.9988888888888889,0.0012830005981991682
0.73,-3.9955555555555557,0.004612217970335741,0.9988888888888889,0.0011530544925839352
0.74,-3.9947222222222223,0.004927457294685212,0.9986111111111111,0.0013758648608153117
0.75,-3.9955555555555557,0.004684855792842044,0.9988888888888889,0.001171213948210511
0.76,-3.993809523809524,0.005587795927038563,0.9984126984126984,0.0014637385482360796
0.77,-3.9955555555555557,0.0046420708254852755,0.9988888888888889,0.0011605177063713189
0.78,-3.9955555555555557,0.004573295603800236,0.9988888888888889,0.001143323900950059
0.79,-3.994920634920635,0.005091109291758368,0.9987301587301588,0.001272777322939592
0.8,-3.995204678362573,0.004664987994645128,0.9987719298245614,0.001233214930447533
0.81,-3.9955555555555557,0.004520423357472069,0.9988888888888889,0.0011301058393680173
0.82,-3.9942652329749104,0.005406114311599995,0.9985663082437276,0.0013515285778999987
0.83,-3.994691358024691,0.005075174638300584,0.9986419753086421,0.0013309796980766244
0.84,-3.9955555555555557,0.004504104086306949,0.9988888888888889,0.0011260260215767372
0.85,-3.994009661835749,0.005294250003687668,0.9984541062801932,0.0014110009674178697
0.86,-3.994238683127572,0.005503208619049316,0.998559670781893,0.001375802154762329
0.87,-3.9930268199233714,0.006124097855875049,0.9981992337164751,0.0016365384236230608
0.88,-3.9947222222222223,0.005185185185185186,0.9986805555555556,0.0012962962962962965
0.89,-3.9942087542087545,0.005510984115972526,0.9984848484848484,0.001517687595228007
0.9,-3.994232804232804,0.005552813755760554,0.9985185185185185,0.0014770124472223785
0.91,-3.9953846153846153,0.0045551751612447075,0.9988319088319088,0.00117285086577831
0.92,-3.9937908496732026,0.005629094497365503,0.9984313725490196,0.0014342507558446516
0.93,-3.993280839895013,0.006079134341570981,0.9982502187226597,0.0016475665405004565
0.94,-3.994129353233831,0.005705758880439779,0.9985240464344942,0.001440526267344539
0.95,-3.992427983539095,0.006569597227599014,0.9980384087791495,0.001740566431757002
0.96,-3.9944242424242424,0.005365731147593707,0.9985656565656567,0.0014305808033594743
0.97,-3.9939521800281295,0.0056579296130535575,0.998438818565401,0.001515498681482321
0.98,-3.9931428571428573,0.006225765926014674,0.9982476190476192,0.0016086288435400917
0.99,-3.991170634920635,0.008090501881089318,0.9973611111111111,0.0029165628614645093
1,-3.9927932713590084,0.006317016484096059,0.998140770252324,0.0016765796389732542
1.01,-3.9925994832041343,0.006501153235062548,0.9981188630490956,0.0016774306870794096
1.02,-3.992528180354267,0.006633911056601869,0.9981105743424584,0.0016844252597062613
1.03,-3.9915396825396825,0.006785853105394597,0.9978412698412698,0.0017638413751468705
1.04,-3.99002886002886,0.008206672163607718,0.9974603174603174,0.0021059494042404026
1.05,-3.9916881091617937,0.00742291981404086,0.9978713450292398,0.0019267346279621671
1.06,-3.989221628045158,0.0088871125520769,0.9972014260249554,0.0023744194558145064
1.07,-3.989771144278607,0.007986642406973816,0.9973200663349917,0.0021642062892195646
1.08,-3.9891049382716046,0.008238598176804187,0.9971296296296296,0.0022535812637895316
1.09,-3.990353302611367,0.008103294840101298,0.9975371223758321,0.0021033381699653484
1.1,-3.988939289805269,0.0093043136873809,0.9971179839633448,0.002513600107354247
1.11,-3.987407407407407,0.00930146440092086,0.9965719207579673,0.002724405509793709
1.12,-3.9875947934352007,0.009126296899235628,0.9967666478023015,0.00245229572112222
1.13,-3.9876500193573365,0.008654861262157101,0.9968060394889663,0.00229893227627896
1.14,-3.987130295763389,0.009245979776038738,0.9966506794564349,0.002479539179242769
1.15,-3.9865467372134042,0.009553893727217155,0.9964761904761905,0.002614804265524529
1.16,-3.9856825396825397,0.009785749227330104,0.9961841269841271,0.0027235939834493322
1.17,-3.9863856960408683,0.009586114229716714,0.9964750957854406,0.002563453664177923
1.18,-3.9840110650069156,0.010528752828575044,0.9957952973720609,0.002871559480612173
1.19,-3.9833087633087634,0.013235805787724125,0.9955801255801255,0.0036745336120431516
1.2,-3.9837487019730013,0.010686383514736662,0.9957372793354102,0.002953469881115946
1.21,-3.9823390531824265,0.011230710233373553,0.995236704393331,0.0032926396181659763
1.22,-3.980925925925926,0.012164560060704915,0.9948888888888888,0.0033844635176025883
1.23,-3.9783529832082887,0.014419655790658074,0.9943051089674885,0.003972487309293724
1.24,-3.9795097210481822,0.013088785874543521,0.9945787545787546,0.00360312496896974
1.25,-3.9794791385059023,0.012785345328363831,0.9944904028115706,0.0036773656860854113
1.26,-3.979786544692205,0.012342666065985691,0.9945587955021917,0.003568652869039166
1.27,-3.9786387995712755,0.012315561317157227,0.9943086816720257,0.0034582860799393165
1.28,-3.9761234567901234,0.013653524915936667,0.993537037037037,0.0038733986697448066
1.29,-3.971464019851117,0.016794972018315115,0.9921753515301902,0.005132086873752097
1.3,-3.9755832059957794,0.013445328821041182,0.9934861383977298,0.0037423362398854724
1.31,-3.971064207390505,0.016143158093281505,0.992179755340052,0.0046452632470746205
1.32,-3.97241536597534,0.014874762910389217,0.9924766588268833,0.004376644596418634
1.33,-3.971823754789272,0.014899693983520063,0.9924291187739465,0.0041925680123586105
1.34,-3.966389584376565,0.018630593659034668,0.9908206754576309,0.005528298383019803
1.35,-3.97032457496136,0.014832984096459322,0.992076249356002,0.004180256511260754
1.36,-3.9665013227513226,0.017692990484630466,0.9909722222222223,0.004939638094795144
1.37,-3.9668126371663353,0.016012743909088856,0.9911325473383351,0.004579444138097345
1.38,-3.963413033286451,0.0196178198016027,0.989919362400375,0.006056256671452483
1.39,-3.9638417436626394,0.019923351367433347,0.9902250651504383,0.005661893965573013
1.4,-3.9598108377803807,0.02239177690164388,0.9889027723545489,0.006710489652150494
1.41,-3.9618374146260202,0.018843803873923346,0.9897551224387807,0.005317806193088976
1.42,-3.9584839115996795,0.019753565188465907,0.9883827627008664,0.005991239521348624
1.43,-3.957274590927727,0.023606551983197718,0.9879510976927951,0.007391731457042881
1.44,-3.953292257136989,0.020127724367165107,0.9870384062435819,0.006032392467634335
1.45,-3.9560462403224093,0.02003473416827954,0.9878276239968891,0.005934811890102689
1.46,-3.9538625569448484,0.019978656751963142,0.987321895899971,0.005942025215249722
1.47,-3.9515149235013793,0.020008220928796786,0.9862716328066216,0.006596573630612155
1.48,-3.944696715768428,0.021711268931975353,0.9847014201287819,0.006395323579922057
1.49,-3.949081814933905,0.021964010177493512,0.9859533166607121,0.0065402340499147804
1.5,-3.939154554650482,0.02787445635058653,0.983007506788053,0.008241873149395
1.51,-3.9438658613937836,0.022617142944905706,0.9842160999420866,0.007145572206049264
1.52,-3.9441334171117393,0.02195128686293588,0.984160645093727,0.00685107181034499
1.53,-3.936799865115495,0.024693265165557466,0.9818093792904111,0.00804832309988928
1.54,-3.934795418860257,0.024375270161432924,0.9816394199685969,0.00774685293965686
1.55,-3.932438831171771,0.02565900437853868,0.9808926914284422,0.007980238707750218
1.56,-3.928695723347657,0.026143169560291966,0.9795944342132187,0.008413547369295522
1.57,-3.9296732514904136,0.024880289127550435,0.9801728256579632,0.007588162918376868
1.58,-3.921002506265664,0.028989848938291395,0.9770861261681335,0.00947095393500565
1.59,-3.9167810112176884,0.03047939710820658,0.975355768709695,0.010820231645501706
1.6,-3.9200291725923493,0.027279149951619813,0.9766659373518579,0.009108004673593163
1.61,-3.9146880923810023,0.03017893669091429,0.9758998973930889,0.009347580166539003
1.62,-3.9103209728867623,0.029536447777737933,0.9740204678362573,0.009807197916902979
1.63,-3.916435021594032,0.027682024720098113,0.9760273808914153,0.00874866223918307
1.64,-3.901203117753542,0.0336902026466216,0.970587196864294,0.011727754624785623
1.65,-3.907772809142289,0.02928387791826489,0.9732414135767965,0.009244451473192706
1.66,-3.902402695679488,0.03047291550771051,0.9714032382420972,0.010247229685105757
1.67,-3.904803148462801,0.03011827622176205,0.9725061357266298,0.009791166101238605
1.68,-3.8944351533038204,0.036388266638318484,0.9690637809476963,0.012365607362194681
1.69,-3.8944327291395178,0.03418232506928644,0.9683420869038687,0.013266241846767987
1.7,-3.8908989210894305,0.03311021067713084,0.9675108083490487,0.011191605994187224
1.71,-3.885019738108993,0.033295004558051296,0.9657914500288851,0.011795596394970844
1.72,-3.883724962207105,0.03405502329103783,0.9653821806500378,0.011465881838120322
1.73,-3.88254831174347,0.031724769084791285,0.9651610391448998,0.010691660732248476
1.74,-3.8730578583210162,0.03983438107829157,0.9606522717049033,0.015539330155096898
1.75,-3.8713703846318404,0.03674700709387813,0.9611256578102939,0.013500806935763514
1.76,-3.874307830625178,0.03529180274925122,0.9629438852707058,0.011641731945844369
1.77,-3.859260647359455,0.03820583457573545,0.9564334658338065,0.014607445619081756
1.78,-3.8650684823366883,0.034916165645156726,0.9575760805210184,0.014242078259221115
1.79,-3.8513481191563383,0.04126395124426591,0.9538142349786185,0.015671805371099218
1.8,-3.8572000970891915,0.038655745617306385,0.9567727179372282,0.014016435598055911
1.81,-3.8475834250091676,0.04048040677261051,0.9517835751829151,0.016799746979088936
1.82,-3.8433398682953803,0.042163717085142105,0.9503418287839943,0.01758046945154312
1.83,-3.8465931700261526,0.035810378708062085,0.952832143427769,0.013187577304980885
1.84,-3.8283701479567687,0.04588432872885586,0.9458425466874597,0.017201469189098317
1.85,-3.829145884759422,0.040293550125094904,0.947025476580463,0.014973604959557078
1.86,-3.8231039100748645,0.045968433382682465,0.9430251670362321,0.019400448687851665
1.87,-3.810940818359074,0.051088502163421416,0.9358480270448456,0.026124446680959635
1.88,-3.802804746494067,0.048774711076285025,0.9332116928412122,0.02342050734898547
1.89,-3.803730017293044,0.04718875140725832,0.9362930841022797,0.020097262625700833
1.9,-3.8015551818995896,0.046429089648075454,0.9348789805634475,0.019061829154238822
1.91,-3.797215122470713,0.049007029224649494,0.9333822709062325,0.02068362802784847
1.92,-3.7866937920428194,0.04966185321233343,0.930497520571086,0.02138489027836925
1.93,-3.776269915651359,0.05894408545739805,0.9211546160343411,0.034501524181890585
1.94,-3.768076028312627,0.05187491413625921,0.9229276180105265,0.022551441222603878
1.95,-3.7818818355148496,0.05123650283604447,0.9289844545039828,0.02170984865094827
